5.2614;;2500
5.3494;;5000
5.3772;;7500
5.3897;;10000
5.3977;;12500
5.3849;;15000
5.3916;;17500
5.3678;;20000
5.4437;;22500
5.4462;;25000
5.4479;;27500
5.4181;;30000
5.4504;;32500
5.3847;;35000
5.3255;;37500
5.3083;;40000
5.2135;;42500
5.216;;45000
5.2145;;47500
5.2159;;50000
5.2171;;52500
5.2174;;55000
5.2145;;57500
5.218;;60000
5.3351;;62500
5.3369;;65000
5.3374;;65535
